word,year_quarter,n,total,tf,idf,tf_idf
операция_noun,2018_Q_1,263,31146,0.014110956111170726,0.5520685823000399,0.007790215535192106
состояние_noun,2018_Q_1,209,31146,0.011213649533211719,0.5520685823000399,0.006190703600209698
помощь_noun,2018_Q_1,173,31146,0.00928211181457238,0.6061358035703155,0.005626220303555348
год_noun,2018_Q_1,219,31146,0.011750187788389313,0.4519851237430572,0.005310910081539303
медицинский_adj,2018_Q_1,151,31146,0.008101727653181671,0.5520685823000399,0.004472709299673035
детский_adj,2018_Q_1,137,31146,0.00735057409593304,0.6061358035703155,0.004455446136341518
январь_noun,2018_Q_1,78,31146,0.004184998390385234,1.0116009116784799,0.004233548187086674
отделение_noun,2018_Q_1,128,31146,0.006867689666273206,0.6061358035703155,0.004162752594538062
здравоохранение_noun,2018_Q_1,134,31146,0.007189612619379762,0.5520685823000399,0.003969159246067461
центр_noun,2018_Q_1,132,31146,0.007082304968344243,0.5520685823000399,0.003909918063290335
рассказать_verb,2018_Q_1,130,31146,0.006974997317308724,0.5520685823000399,0.0038506768805132083
менингококковый_adj,2018_Q_2,264,39860,0.010430659818253654,1.550597412411167,0.01617375412392525
ребенок_noun,2018_Q_2,556,39860,0.021967601738443303,0.6061358035703155,0.013315349932243991
менингит_noun,2018_Q_2,158,39860,0.006242591860924536,1.8870696490323797,0.011780205632047255
врач_noun,2018_Q_2,490,39860,0.01935993678387989,0.5520685823000399,0.010688012853694964
больница_noun,2018_Q_2,454,39860,0.017937574081390753,0.5520685823000399,0.009902771093015333
инфекция_noun,2018_Q_2,404,39860,0.015962070327933623,0.4519851237430572,0.007214618332366461
год_noun,2018_Q_2,365,39860,0.01442117740023706,0.4519851237430572,0.006518157651766728
медицинский_adj,2018_Q_2,266,39860,0.01050967996839194,0.5520685823000399,0.005802064120577266
состояние_noun,2018_Q_2,263,39860,0.010391149743184513,0.5520685823000399,0.0057366273071872975
июнь_noun,2018_Q_2,97,39860,0.0038324772817068353,1.2992829841302609,0.004979472519187488
помощь_noun,2018_Q_2,202,39860,0.007981035163966812,0.6061358035703155,0.004837591162433968
инфекционный_adj,2018_Q_2,169,39860,0.006677202686685105,0.723918839226699,0.004833752818226477
человек_noun,2018_Q_2,270,39860,0.01066772026866851,0.4519851237430572,0.004821650865690456
заболевание_noun,2018_Q_2,241,39860,0.009521928091663374,0.5007752879124892,0.004768346281584745
здравоохранение_noun,2018_Q_2,217,39860,0.00857368629000395,0.5520685823000399,0.0047332628352077695
операция_noun,2018_Q_2,217,39860,0.00857368629000395,0.5520685823000399,0.0047332628352077695
врач_noun,2018_Q_3,368,30930,0.02118595279217041,0.5520685823000399,0.01169609892264909
ребенок_noun,2018_Q_3,273,30930,0.015716753022452505,0.6061358035703155,0.009526486722780433
больница_noun,2018_Q_3,280,30930,0.016119746689694875,0.5520685823000399,0.008899205702015611
медицинский_adj,2018_Q_3,219,30930,0.012607944732297064,0.5520685823000399,0.006960450174076496
операция_noun,2018_Q_3,217,30930,0.01249280368451353,0.5520685823000399,0.006896884419062098
центр_noun,2018_Q_3,209,30930,0.01203223949337939,0.5520685823000399,0.00664262139900451
помощь_noun,2018_Q_3,185,30930,0.010650546919976972,0.6061358035703155,0.00645567781580359
сердце_noun,2018_Q_3,154,30930,0.008865860679332182,0.6632942174102642,0.005880674120966073
состояние_noun,2018_Q_3,181,30930,0.010420264824409902,0.5520685823000399,0.0057527008288029485
год_noun,2018_Q_3,217,30930,0.01249280368451353,0.4519851237430572,0.005646561419242569
быть_verb,2018_Q_3,193,30930,0.011111111111111112,0.4519851237430572,0.0050220569304784135
здравоохранение_noun,2018_Q_3,156,30930,0.008981001727115717,0.5520685823000399,0.004958128891122984
менингит_noun,2018_Q_3,40,30930,0.002302820955670697,1.8870696490323797,0.0043455835326019114
июль_noun,2018_Q_3,46,30930,0.0026482440990213013,1.550597412411167,0.004106360447375572
время_noun,2018_Q_3,117,30930,0.006735751295336788,0.6061358035703155,0.004082780024048757
врач_noun,2018_Q_4,659,44547,0.023166701820994163,0.5520685823000399,0.012789608230883999
ребенок_noun,2018_Q_4,440,44547,0.015467904098994586,0.6061358035703155,0.00937565048059266
больница_noun,2018_Q_4,425,44547,0.014940589186528862,0.5520685823000399,0.008248229890934294
помощь_noun,2018_Q_4,355,44547,0.012479786261688814,0.6061358035703155,0.007564445274114533
медицинский_adj,2018_Q_4,365,44547,0.012831329536665964,0.5520685823000399,0.007083773906331806
год_noun,2018_Q_4,412,44547,0.014483582929058566,0.4519851237430572,0.0065463640224333675
операция_noun,2018_Q_4,308,44547,0.01082753286929621,0.5520685823000399,0.005977540720959441
центр_noun,2018_Q_4,233,44547,0.008190958306967588,0.5520685823000399,0.004521970740206331
девочка_noun,2018_Q_4,176,44547,0.006187161639597835,0.723918839226699,0.004479002872245624
здравоохранение_noun,2018_Q_4,228,44547,0.008015186669479013,0.5520685823000399,0.004424932741489457
заболевание_noun,2018_Q_4,246,44547,0.008647964564437883,0.5007752879124892,0.004330686944613384
