word,year_month,n,total,tf,idf,tf_idf
facebook-страница_noun,2019-09,1,117,0.008547008547008548,4.624972813284271,0.03952968216482283
заворотнюк_noun,2019-09,1,117,0.008547008547008548,4.624972813284271,0.03952968216482283
недуод_noun,2019-09,1,117,0.008547008547008548,4.624972813284271,0.03952968216482283
фаната_noun,2019-09,1,117,0.008547008547008548,4.624972813284271,0.03952968216482283
киборг_noun,2019-10,1,94,0.010638297872340425,4.624972813284271,0.049201838439194366
возлюбленная_noun,2019-10,1,94,0.010638297872340425,3.9318256327243257,0.04182793226302474
осведомленный_adj,2019-10,1,94,0.010638297872340425,3.5263605246161616,0.03751447366612938
уменьшиться_verb,2019-10,2,94,0.02127659574468085,1.5339303599259553,0.032636816168637346
таинственный_adj,2019-10,1,94,0.010638297872340425,3.0155349008501706,0.03208015851968266
лаңкестік_noun,2019-11,2,65,0.03076923076923077,3.9318256327243257,0.12097925023767157
арналарын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
атын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
басқаратынын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
бағынышт_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
бағытталатынын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
болғ_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
жаған_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
жойлғанын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
жойылғанын_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
жойылғаныть_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
сайланыпт_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
содырлард_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
содырларғ_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
таңдалғать_verb,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
террористер_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
хабарлағать_verb,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
ізбасар_noun,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
ұмтылғать_verb,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
өлімінный_adj,2019-11,1,65,0.015384615384615385,4.624972813284271,0.0711534278966811
кардиоцентр_noun,2019-12,270,16687,0.016180260082699106,1.292768303109067,0.020917327370974296
реорганизация_noun,2019-12,108,16687,0.0064721040330796425,2.3223877202902252,0.015030734930865004
задумать_verb,2019-12,54,16687,0.0032360520165398213,2.833213344056216,0.009168425755320649
здравоохранение_noun,2019-12,365,16687,0.021873314556241384,0.3908663086870116,0.00854954171934795
областной_adj,2019-12,190,16687,0.011386108947084557,0.7331525151736445,0.00834775441259618
обледенение_noun,2020-01,40,5473,0.0073086058834277365,3.9318256327243257,0.02873616395194099
крушение_noun,2020-01,50,5473,0.00913575735428467,2.4277482359480516,0.022179318800914047
спутный_adj,2020-01,20,5473,0.0036543029417138682,4.624972813284271,0.016901051756931375
центровка_noun,2020-01,20,5473,0.0036543029417138682,4.624972813284271,0.016901051756931375
воздушный_adj,2020-01,60,5473,0.010962908825141605,1.5339303599259553,0.016816338679984895
ассистент_noun,2020-02,48,2983,0.01609118337244385,1.5339303599259553,0.02468275470212734
помощник_noun,2020-02,38,2983,0.012738853503184714,1.7346010553881064,0.02209682873105868
компания_noun,2020-02,62,2983,0.02078444518940664,0.84078317936601,0.017475211907707885
исполнительный_adj,2020-02,33,2983,0.011062688568555145,1.4060969884160703,0.015555213080030278
работа_noun,2020-02,58,2983,0.019443513241702983,0.6359887667199967,0.012365856007294606
март_noun,2020-03,270,15471,0.017452006980802792,0.8183103235139513,0.01428115747842847
область_noun,2020-03,345,15471,0.022299786697692458,0.6359887667199967,0.014182413839984415
шуский_adj,2020-03,70,15471,0.004524594402430354,2.833213344056216,0.012819141237407738
меркенский_adj,2020-03,70,15471,0.004524594402430354,2.4277482359480516,0.010984576078880719
набережной_noun,2020-03,35,15471,0.002262297201215177,4.624972813284271,0.010463063051189289
область_noun,2020-04,1005,43201,0.023263350385407746,0.6359887667199967,0.014795229521390632
коронавирус_noun,2020-04,531,43201,0.012291382143931854,0.5996211225491218,0.00737017235882465
коронавирусный_adj,2020-04,229,43201,0.005300803222147635,1.128465251817791,0.005981772242917388
случай_noun,2020-04,743,43201,0.01719867595657508,0.33451337213587995,0.005753187090506211
карантина_noun,2020-04,169,43201,0.003911946482720308,1.4469189829363254,0.005660269626079003
пайыздать_noun,2020-05,7,1477,0.004739336492890996,3.0155349008501706,0.014291634601185644
аспас_noun,2020-05,4,1477,0.002708192281651997,4.624972813284271,0.012525315675786785
айықт_noun,2020-05,6,1477,0.004062288422477996,3.0155349008501706,0.01224997251530198
коронавирус_noun,2020-05,29,1477,0.01963439404197698,0.5996211225491218,0.011773197396022027
санитарин_noun,2020-05,12,1477,0.008124576844955992,1.4469189829363254,0.011755604465291744
бессимптомный_adj,2020-06,2,41,0.04878048780487805,2.2270775404859005,0.10863792880419026
нераспространение_noun,2020-06,1,41,0.024390243902439025,3.0155349008501706,0.07354963172805294
июнь_noun,2020-06,3,41,0.07317073170731707,0.9360933591703348,0.06849463603685375
7_adj,2020-06,3,41,0.07317073170731707,0.7537718023763802,0.055154034320222936
стабилизироваться_verb,2020-06,2,41,0.04878048780487805,1.0696247517948574,0.05217681716072475
эшелонғ_noun,2020-07,4,857,0.004667444574095682,4.624972813284271,0.02158680426270371
проблемать_verb,2020-07,3,857,0.003500583430571762,4.624972813284271,0.016190103197027787
теңг_noun,2020-07,7,857,0.008168028004667444,1.916922612182061,0.015657477579083347
бөлдік_noun,2020-07,2,857,0.002333722287047841,4.624972813284271,0.010793402131351855
жүйесімен_noun,2020-07,2,857,0.002333722287047841,4.624972813284271,0.010793402131351855
эшелондаға_noun,2020-07,2,857,0.002333722287047841,4.624972813284271,0.010793402131351855
коронавирусқ_noun,2020-08,18,1621,0.011104256631708822,1.2237754316221157,0.013589116452312203
вакциный_noun,2020-08,19,1621,0.011721159777914868,1.1592369104845446,0.013587601048245742
қарс_noun,2020-08,24,1621,0.014805675508945095,0.8637726975907087,0.012788738274014194
мінсіз_noun,2020-08,4,1621,0.0024676125848241827,4.624972813284271,0.011412641118529972
мүмкін_noun,2020-08,14,1621,0.00863664404688464,1.2237754316221157,0.010569312796242824
коронавирус_noun,2020-09,34,1109,0.030658250676284943,0.5996211225491218,0.01838333468590635
